file,organization,doctype_code,matched
UBND Xã Hương Cần_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hương Cần,09a,True
UBND Xã Hạnh Phúc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hạnh Phúc,09a,True
UBND Xã Hải Lạng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hải Lạng,09a,True
UBND Xã Hậu Mỹ_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn x(...).xlsx,UBND Xã Hậu Mỹ,05b,True
UBND Xã Hồ Đắc Kiện_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Hồ Đắc Kiện,09a,True
UBND Xã Hồi Xuân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hồi Xuân,09a,True
UBND Xã Hồng Dân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hồng Dân,09a,True
UBND Xã Hồng Phong_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa b(...).xlsx,UBND Xã Hồng Phong,05b,True
UBND Xã Hồng Thu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Hồng Thu,09a,True
UBND Xã Hồng Thu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hồng Thu,09a,True
UBND Xã Hợp Kim_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hợp Kim,09a,True
UBND Xã Hợp Lý_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hợp Lý,09a,True
UBND Xã Hợp Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hợp Thành,09a,True
UBND Xã Hợp Thịnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Hợp Thịnh,09a,True
UBND Xã Hợp Thịnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hợp Thịnh,09a,True
UBND Xã Hợp Tiến_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hợp Tiến,09a,True
UBND Xã Hữu Liên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hữu Liên,09a,True
UBND Xã Ia Boòng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Boòng,09a,True
UBND Xã Ia Boòng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Boòng,09a,True
UBND Xã Ia Chia_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Chia,09a,True
UBND Xã Ia Chia_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Chia,09a,True
UBND Xã Ia Grai_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Ia Grai,05b,True
UBND Xã Ia Grai_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Ia Grai,05b,True
UBND Xã Ia Hrú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Hrú,09a,True
UBND Xã Ia Hrú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Hrú,09a,True
UBND Xã Ia Ko_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Ko,09a,True
UBND Xã Ia Ko_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Ko,09a,True
UBND Xã Ia Krái_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Krái,09a,True
UBND Xã Ia Krái_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Krái,09a,True
UBND Xã Ia Le_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Le,09a,True
UBND Xã Ia Le_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Le,09a,True
UBND Xã Ia Ly_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Ly,09a,True
UBND Xã Ia Ly_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Ly,09a,True
UBND Xã Ia Lâu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Lâu,09a,True
UBND Xã Ia Lâu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Lâu,09a,True
UBND Xã Ia Mơ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Mơ,09a,True
UBND Xã Ia Mơ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Mơ,09a,True
UBND Xã Ia O_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia O,09a,True
UBND Xã Ia O_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia O,09a,True
UBND Xã Ia Pa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Pa,09a,True
UBND Xã Ia Pa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Pa,09a,True
UBND Xã Ia Pia_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Pia,09a,True
UBND Xã Ia Pia_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Pia,09a,True
UBND Xã Ia Pnôn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Pnôn,09a,True
UBND Xã Ia Pnôn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Pnôn,09a,True
UBND Xã Ia Rsai_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Rsai,09a,True
UBND Xã Ia Rsai_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Rsai,09a,True
UBND Xã Ia Sao_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Sao,09a,True
UBND Xã Ia Sao_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Sao,09a,True
UBND Xã Ia Tôr_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ia Tôr,09a,True
UBND Xã Ia Tôr_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ia Tôr,09a,True
UBND Xã Khoen On_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Khoen On,09a,True
UBND Xã Khoen On_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Khoen On,09a,True
UBND Xã Khun Há_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Khun Há,09a,True
UBND Xã Khun Há_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Khun Há,09a,True
UBND Xã Kháng Chiến_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Kháng Chiến,09a,True
UBND Xã Khánh Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Xã Khánh Hưng,09a,True
UBND Xã Khánh Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Khánh Hưng,09a,True
UBND Xã Khánh Nhạc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Khánh Nhạc,09a,True
UBND Xã Khánh Thiện_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Khánh Thiện,09a,True
UBND Xã Khúc Thừa Dụ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Xã Khúc Thừa Dụ,09a,True
UBND Xã Khả Cửu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Khả Cửu,09a,True
UBND Xã Kim Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy 2.xlsx,UBND Xã Kim Sơn,09a,True
UBND Xã Kim Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Kim Sơn,09a,True
UBND Xã Kim Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Kim Sơn,09a,True
UBND Xã Kim Đông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Kim Đông,09a,True
UBND Xã Kiều Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Kiều Phú,09a,True
UBND Xã Krông Nô_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Krông Nô,05b,True
UBND Xã Krông Nô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Krông Nô,09a,True
UBND Xã Kông Bơ La_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Xã Kông Bơ La,09a,True
UBND Xã Kông Bơ La_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Kông Bơ La,09a,True
UBND Xã Kỳ Thượng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Kỳ Thượng,09a,True
UBND Xã la Băng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã la Băng,09a,True
UBND Xã la Băng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã la Băng,09a,True
UBND Xã Lam Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Lam Sơn,09a,True
UBND Xã Linh Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Linh Sơn,09a,True
UBND Xã Liên Bão_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Liên Bão,09a,True
UBND Xã Liên Châu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Liên Châu,09a,True
UBND Xã Liên Minh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Liên Minh,09a,True
UBND Xã Long Hà_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Long Hà,09a,True
UBND Xã Long Hà_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Long Hà,09a,True
UBND Xã Long Thạnh_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa b(...).xlsx,UBND Xã Long Thạnh,05b,True
UBND Xã Long Thạnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Long Thạnh,09a,True
UBND Xã Long Tiên_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...).xlsx,UBND Xã Long Tiên,05b,True
UBND Xã Luận Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Luận Thành,09a,True
UBND Xã Lâm Thao_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Lâm Thao,05b,True
UBND Xã Lý Bôn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Lý Bôn,09a,True
UBND Xã Lý Bôn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Lý Bôn,09a,True
UBND Xã Lý Nhân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Lý Nhân,09a,True
UBND Xã Lũng Nặm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Lũng Nặm,09a,True
UBND Xã Lũng Nặm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Lũng Nặm,09a,True
UBND Xã Lưu Vệ_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật (VBQ(...).xlsx,UBND Xã Lưu Vệ,01a,True
UBND Xã Lưu Vệ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Lưu Vệ,09a,True
UBND Xã Lương Tài_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...).xlsx,UBND Xã Lương Tài,05b,True
UBND Xã Lương Tài_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Lương Tài,09a,True
UBND Xã Lương Tài_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Lương Tài,09a,True
UBND Xã Lượng Minh_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp lu(...).xlsx,UBND Xã Lượng Minh,04a,True
UBND Xã Lạng Giang_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp lu(...).xlsx,UBND Xã Lạng Giang,04a,True
UBND Xã Lợi Bác_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Lợi Bác,09a,True
UBND Xã Minh Lương_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Minh Lương,09a,True
UBND Xã Minh Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Minh Sơn,09a,True
UBND Xã Minh Tâm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Minh Tâm,09a,True
UBND Xã Mù Cả_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Mù Cả,09a,True
UBND Xã Mù Cả_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mù Cả,09a,True
UBND Xã Mường Bo_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã Mường Bo,04a,True
UBND Xã Mường Bo_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mường Bo,09a,True
UBND Xã Mường Bú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mường Bú,09a,True
UBND Xã Mường Lai_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật ((...) copy.xlsx,UBND Xã Mường Lai,01a,True
UBND Xã Mường Lai_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật ((...).xlsx,UBND Xã Mường Lai,01a,True
UBND Xã Mường Lát_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mường Lát,09a,True
UBND Xã Mường Lý_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã Mường Lý,04a,True
UBND Xã Mường Lý_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mường Lý,09a,True
UBND Xã Mường Mìn_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luậ(...).xlsx,UBND Xã Mường Mìn,04a,True
UBND Xã Mường Mìn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mường Mìn,09a,True
UBND Xã Mường Nhà_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mường Nhà,09a,True
UBND Xã Mường Quàng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Mường Quàng,09a,True
UBND Xã Mường Tè_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Mường Tè,09a,True
UBND Xã Mường Tè_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mường Tè,09a,True
UBND Xã Mộc Hóa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Mộc Hóa,09a,True
UBND Xã Mộc Hóa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mộc Hóa,09a,True
UBND Xã Mỹ Hạnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Mỹ Hạnh,09a,True
UBND Xã Mỹ Hạnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mỹ Hạnh,09a,True
UBND Xã Mỹ Lệ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Mỹ Lệ,09a,True
UBND Xã Mỹ Lệ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mỹ Lệ,09a,True
UBND Xã Mỹ Lợi_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mỹ Lợi,09a,True
UBND Xã Mỹ Thái_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mỹ Thái,09a,True
UBND Xã Mỹ Thạnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Mỹ Thạnh,09a,True
UBND Xã Mỹ Thạnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Mỹ Thạnh,09a,True
UBND Xã Na Mèo_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Na Mèo,09a,True
UBND Xã Na Sầm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Na Sầm,09a,True
UBND Xã Nam An Phụ_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp lu(...).xlsx,UBND Xã Nam An Phụ,04a,True
UBND Xã Nam Dong_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Nam Dong,05b,True
UBND Xã Nam Dong_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Nam Dong,05b,True
UBND Xã Nam Dong_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nam Dong,09a,True
UBND Xã Nam Phù_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nam Phù,09a,True
UBND Xã Nam Quang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Nam Quang,09a,True
UBND Xã Nam Quang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nam Quang,09a,True
UBND Xã Nam Sách_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã Nam Sách,04a,True
UBND Xã Nam Thành_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật ((...).xlsx,UBND Xã Nam Thành,01a,True
UBND Xã Nam Tuấn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nam Tuấn,09a,True
UBND Xã Nam Đông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nam Đông,09a,True
UBND Xã Nga An_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật t(...).xlsx,UBND Xã Nga An,04a,True
UBND Xã Nga Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nga Sơn,09a,True
UBND Xã Nghi Lộc_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã Nghi Lộc,04a,True
UBND Xã Nghĩa Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Nghĩa Hưng,09a,True
UBND Xã Nghĩa Khánh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Nghĩa Khánh,09a,True
UBND Xã Nghĩa Thọ_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luậ(...).xlsx,UBND Xã Nghĩa Thọ,04a,True
UBND Xã Nghĩa Tá_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nghĩa Tá,09a,True
UBND Xã Nghĩa Đàn_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luậ(...).xlsx,UBND Xã Nghĩa Đàn,04a,True
UBND Xã Nghĩa Đô_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Nghĩa Đô,05b,True
UBND Xã Nghĩa Đô_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Nghĩa Đô,05b,True
UBND Xã Nghĩa Đô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Nghĩa Đô,09a,True
UBND Xã Nghĩa Đô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nghĩa Đô,09a,True
UBND Xã Nguyễn Huệ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Xã Nguyễn Huệ,09a,True
UBND Xã Nguyễn Huệ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Nguyễn Huệ,09a,True
UBND Xã Nguyễn Nghiêm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Xã Nguyễn Nghiêm,09a,True
UBND Xã Nguyễn Phích_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Xã Nguyễn Phích,09a,True
UBND Xã Nguyễn Phích_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Xã Nguyễn Phích,09a,True
UBND Xã Ngân Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ngân Sơn,09a,True
UBND Xã Ngũ Lạc_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Ngũ Lạc,05b,True
UBND Xã Ngọc Hồi_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ngọc Hồi,09a,True
UBND Xã Ngọc Hồi_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ngọc Hồi,09a,True
UBND Xã Ngọc Thiện_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Ngọc Thiện,09a,True
UBND Xã Ngọc Trạo_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luậ(...).xlsx,UBND Xã Ngọc Trạo,04a,True
UBND Xã Nhân Thắng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Nhân Thắng,09a,True
UBND Xã Nhã Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nhã Nam,09a,True
UBND Xã Nhơn Hòa Lập_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Xã Nhơn Hòa Lập,05b,True
UBND Xã Như Thanh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Như Thanh,09a,True
UBND Xã Nhất Hòa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nhất Hòa,09a,True
UBND Xã Ninh Điền_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...) copy.xlsx,UBND Xã Ninh Điền,05b,True
UBND Xã Ninh Điền_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...).xlsx,UBND Xã Ninh Điền,05b,True
UBND Xã Nâm Nung_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Nâm Nung,09a,True
