file,organization,doctype_code,matched
UBND Phường Ba Đình_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Ba Đình,05b,True
UBND Phường Ba Đình_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Ba Đình,09a,True
UBND Phường Ba Đình_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Ba Đình,09a,True
UBND Phường Buôn Ma Thuột_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trê(...) copy.xlsx,UBND Phường Buôn Ma Thuột,05b,True
UBND Phường Buôn Ma Thuột_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trê(...).xlsx,UBND Phường Buôn Ma Thuột,05b,True
UBND Phường Bá Xuyên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Bá Xuyên,09a,True
UBND Phường Bình Định_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Bình Định,09a,True
UBND Phường Bình Định_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Bình Định,09a,True
UBND Phường Bạc Liêu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Phường Bạc Liêu,09a,True
UBND Phường Bạc Liêu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Bạc Liêu,09a,True
UBND Phường Bắc An Phụ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Bắc An Phụ,09a,True
UBND Phường Bắc Giang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Bắc Giang,09a,True
UBND Phường Cam Đường_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đị(...) copy.xlsx,UBND Phường Cam Đường,05b,True
UBND Phường Cam Đường_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đị(...).xlsx,UBND Phường Cam Đường,05b,True
UBND Phường Cao Xanh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Cao Xanh,09a,True
UBND Phường Chu Văn An_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục phá(...).xlsx,UBND Phường Chu Văn An,04a,True
UBND Phường Chu Văn An_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Chu Văn An,09a,True
UBND Phường Châu Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Châu Sơn,09a,True
UBND Phường Chí Linh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Chí Linh,09a,True
UBND Phường Chũ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Phường Chũ,09a,True
UBND Phường Chương Mỹ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Chương Mỹ,09a,True
UBND Phường Chương Mỹ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Chương Mỹ,09a,True
UBND Phường Cửa Nam_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật(...).xlsx,UBND Phường Cửa Nam,01a,True
UBND Phường Cửa Nam_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Cửa Nam,05b,True
UBND Phường Cửa Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Cửa Nam,09a,True
UBND Phường Diên Hồng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Diên Hồng,09a,True
UBND Phường Diên Hồng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Diên Hồng,09a,True
UBND Phường Dương Kinh_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục phá(...).xlsx,UBND Phường Dương Kinh,04a,True
UBND Phường Giá Rai_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Giá Rai,09a,True
UBND Phường Giá Rai_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Giá Rai,09a,True
UBND Phường Giảng Võ_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Giảng Võ,05b,True
UBND Phường Hiệp Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Hiệp Thành,09a,True
UBND Phường Hiệp Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Hiệp Thành,09a,True
UBND Phường Hoài Nhơn Bắc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...) copy.xlsx,UBND Phường Hoài Nhơn Bắc,09a,True
UBND Phường Hoài Nhơn Bắc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...).xlsx,UBND Phường Hoài Nhơn Bắc,09a,True
UBND Phường Hoài Nhơn Tây_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...) copy.xlsx,UBND Phường Hoài Nhơn Tây,09a,True
UBND Phường Hoài Nhơn Tây_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...).xlsx,UBND Phường Hoài Nhơn Tây,09a,True
UBND Phường Hoài Nhơn Đông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...) copy.xlsx,UBND Phường Hoài Nhơn Đông,09a,True
UBND Phường Hoài Nhơn Đông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...).xlsx,UBND Phường Hoài Nhơn Đông,09a,True
UBND Phường Hoàn Kiếm_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đị(...).xlsx,UBND Phường Hoàn Kiếm,05b,True
UBND Phường Hoàng Liệt_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Hoàng Liệt,09a,True
UBND Phường Hoành BồUBND Phường Hoành BồUBND Phường Hoành BồUBND Phường Hoà(...).xlsx,UBND Phường Hoành BồUBND Phường Hoành BồUBND Phường Hoành BồUBND Phường Hoà(...),,False
UBND Phường Hà Lầm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Hà Lầm,09a,True
UBND Phường Hà Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Hà Nam,09a,True
UBND Phường Hà Tiên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Hà Tiên,09a,True
UBND Phường Hòa Bình_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Hòa Bình,05b,True
UBND Phường Hòa Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Hòa Thành,09a,True
UBND Phường Hòa Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Hòa Thành,09a,True
UBND Phường Hưng Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Hưng Phú,09a,True
UBND Phường Hạc Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Hạc Thành,09a,True
UBND Phường Hạp Lĩnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Phường Hạp Lĩnh,09a,True
UBND Phường Hạp Lĩnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Hạp Lĩnh,09a,True
UBND Phường Hải Dương_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Hải Dương,09a,True
UBND Phường Hải Lĩnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Phường Hải Lĩnh,09a,True
UBND Phường Hải Lĩnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Hải Lĩnh,09a,True
UBND Phường Hồng Hà_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Hồng Hà,09a,True
UBND Phường Hồng Quang_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đ(...).xlsx,UBND Phường Hồng Quang,05b,True
UBND Phường Khương Đình_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...) copy.xlsx,UBND Phường Khương Đình,09a,True
UBND Phường Khương Đình_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường Khương Đình,09a,True
UBND Phường Kim Liên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Kim Liên,09a,True
UBND Phường Kỳ Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Kỳ Sơn,09a,True
UBND Phường La Gi_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...) copy.xlsx,UBND Phường La Gi,05b,True
UBND Phường La Gi_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...).xlsx,UBND Phường La Gi,05b,True
UBND Phường Long Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Long Phú,09a,True
UBND Phường Lào Cai_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Lào Cai,09a,True
UBND Phường Láng Tròn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Láng Tròn,09a,True
UBND Phường Láng Tròn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Láng Tròn,09a,True
UBND Phường Láng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Phường Láng,09a,True
UBND Phường Lê Hồ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Phường Lê Hồ,09a,True
UBND Phường Lê Thanh Nghị_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...).xlsx,UBND Phường Lê Thanh Nghị,09a,True
UBND Phường Lĩnh Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Phường Lĩnh Nam,09a,True
UBND Phường Lĩnh Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Lĩnh Nam,09a,True
UBND Phường Lương Văn Tri_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân(...).xlsx,UBND Phường Lương Văn Tri,09a,True
UBND Phường Minh Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Minh Hưng,09a,True
UBND Phường Minh Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Minh Hưng,09a,True
UBND Phường Mỹ Hào_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp lu(...) copy.xlsx,UBND Phường Mỹ Hào,04a,True
UBND Phường Mỹ Hào_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp lu(...).xlsx,UBND Phường Mỹ Hào,04a,True
UBND Phường Mỹ Tho_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Mỹ Tho,09a,True
UBND Phường Nam Hoa Lư_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Nam Hoa Lư,09a,True
UBND Phường Nam Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Nam Sơn,09a,True
UBND Phường Nam Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Nam Sơn,09a,True
UBND Phường Nguyệt Viên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường Nguyệt Viên,09a,True
UBND Phường Ngã Năm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Ngã Năm,09a,True
UBND Phường Ngô Quyền_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Ngô Quyền,09a,True
UBND Phường Ngọc Hà_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Ngọc Hà,05b,True
UBND Phường Nùng Trí Cao_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...) copy.xlsx,UBND Phường Nùng Trí Cao,09a,True
UBND Phường Nùng Trí Cao_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...).xlsx,UBND Phường Nùng Trí Cao,09a,True
UBND Phường Phong Điền_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Phong Điền,09a,True
UBND Phường Phong Điền_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Phong Điền,09a,True
UBND Phường Phù Liễn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Phù Liễn,09a,True
UBND Phường Phù Vân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Phù Vân,09a,True
UBND Phường Phú Bài_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Phú Bài,09a,True
UBND Phường Phú Bài_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Phú Bài,09a,True
UBND Phường Phú Diễn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Phú Diễn,09a,True
UBND Phường Phú Lương_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Phú Lương,09a,True
UBND Phường Phú Mỹ_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa b(...) copy.xlsx,UBND Phường Phú Mỹ,05b,True
UBND Phường Phú Mỹ_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa b(...).xlsx,UBND Phường Phú Mỹ,05b,True
UBND Phường Phú Thượng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Phú Thượng,09a,True
UBND Phường Phú Thượng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Phú Thượng,09a,True
UBND Phường Phước Long_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Phước Long,09a,True
UBND Phường Phước Long_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Phước Long,09a,True
UBND Phường Phạm Sư Mạnh_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục p(...).xlsx,UBND Phường Phạm Sư Mạnh,04a,True
UBND Phường Phổ Yên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Phổ Yên,09a,True
UBND Phường Phổ Yên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Phổ Yên,09a,True
UBND Phường Quy Nhơn Nam_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...) copy.xlsx,UBND Phường Quy Nhơn Nam,05b,True
UBND Phường Quy Nhơn Nam_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...).xlsx,UBND Phường Quy Nhơn Nam,05b,True
UBND Phường Quy Nhơn Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...) copy.xlsx,UBND Phường Quy Nhơn Nam,09a,True
UBND Phường Quy Nhơn Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...).xlsx,UBND Phường Quy Nhơn Nam,09a,True
UBND Phường Quy Nhơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Phường Quy Nhơn,09a,True
UBND Phường Quy Nhơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Quy Nhơn,09a,True
UBND Phường Quyết Thắng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...) copy.xlsx,UBND Phường Quyết Thắng,09a,True
UBND Phường Quyết Thắng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường Quyết Thắng,09a,True
UBND Phường Quảng Phú_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đị(...).xlsx,UBND Phường Quảng Phú,05b,True
UBND Phường Quảng Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Quảng Phú,09a,True
UBND Phường Quảng Trị_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Quảng Trị,09a,True
UBND Phường Quế Võ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Quế Võ,09a,True
UBND Phường Sông Công_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Sông Công,09a,True
UBND Phường Tam Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Tam Sơn,09a,True
UBND Phường Tam Thanh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Tam Thanh,09a,True
UBND Phường Thanh Thủy_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Thanh Thủy,09a,True
UBND Phường Thanh Thủy_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Thanh Thủy,09a,True
UBND Phường Thanh Xuân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Thanh Xuân,09a,True
UBND Phường Thanh Xuân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Thanh Xuân,09a,True
UBND Phường Thiên Trường_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...) copy.xlsx,UBND Phường Thiên Trường,09a,True
UBND Phường Thiên Trường_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...).xlsx,UBND Phường Thiên Trường,09a,True
UBND Phường Thuận Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường Thuận Thành,09a,True
UBND Phường Thành Nam_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp(...).xlsx,UBND Phường Thành Nam,04a,True
UBND Phường Thành Vinh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Thành Vinh,09a,True
UBND Phường Thượng Cát_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Thượng Cát,09a,True
UBND Phường Thạch Khôi_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Thạch Khôi,09a,True
UBND Phường Thống Nhất_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Thống Nhất,09a,True
UBND Phường Thống Nhất_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Thống Nhất,09a,True
UBND Phường Thục Phán_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Thục Phán,09a,True
UBND Phường Thục Phán_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Thục Phán,09a,True
UBND Phường Thủy Nguyên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường Thủy Nguyên,09a,True
UBND Phường Tiên Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Tiên Sơn,09a,True
UBND Phường Trường Vinh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...) copy.xlsx,UBND Phường Trường Vinh,09a,True
UBND Phường Trường Vinh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường Trường Vinh,09a,True
UBND Phường Tân An_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy 2.xlsx,UBND Phường Tân An,09a,True
UBND Phường Tân An_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Tân An,09a,True
UBND Phường Tân An_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Tân An,09a,True
UBND Phường Tân Dân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Tân Dân,09a,True
UBND Phường Tân Dân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Tân Dân,09a,True
UBND Phường Tân Giang_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đị(...).xlsx,UBND Phường Tân Giang,05b,True
UBND Phường Tân Giang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Tân Giang,09a,True
UBND Phường Tân Giang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Tân Giang,09a,True
UBND Phường Tân Hưng_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp(...).xlsx,UBND Phường Tân Hưng,04a,True
UBND Phường Tân Khánh_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đị(...) copy.xlsx,UBND Phường Tân Khánh,05b,True
UBND Phường Tân Khánh_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đị(...).xlsx,UBND Phường Tân Khánh,05b,True
UBND Phường Tân Ninh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Phường Tân Ninh,09a,True
UBND Phường Tân Ninh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Tân Ninh,09a,True
UBND Phường Tân Sơn Nhất_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...) copy.xlsx,UBND Phường Tân Sơn Nhất,05b,True
UBND Phường Tân Sơn Nhất_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...).xlsx,UBND Phường Tân Sơn Nhất,05b,True
UBND Phường Tây Hồ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Tây Hồ,09a,True
UBND Phường Tây Hồ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Tây Hồ,09a,True
UBND Phường Tây Mỗ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Tây Mỗ,09a,True
UBND Phường Tích Lương_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Tích Lương,09a,True
UBND Phường Tích Lương_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Tích Lương,09a,True
UBND Phường Tùng Thiện_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...) copy.xlsx,UBND Phường Tùng Thiện,09a,True
UBND Phường Tùng Thiện_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Tùng Thiện,09a,True
UBND Phường Tương Mai_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Tương Mai,09a,True
UBND Phường Tương Mai_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Tương Mai,09a,True
UBND Phường Từ Liêm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Từ Liêm,09a,True
UBND Phường Từ Liêm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Từ Liêm,09a,True
UBND Phường Uông Bí_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...) copy.xlsx,UBND Phường Uông Bí,05b,True
UBND Phường Uông Bí_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Uông Bí,05b,True
UBND Phường Vinh Lộc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Vinh Lộc,09a,True
UBND Phường Việt Yên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Việt Yên,09a,True
UBND Phường Vàng Danh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Vàng Danh,09a,True
UBND Phường Văn Miếu - Quốc Tử Giám_09a_TP_CT_Kết quả chứng thực tại Ủy ban(...).xlsx,UBND Phường Văn Miếu - Quốc Tử Giám,09a,True
UBND Phường Văn Phú_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Văn Phú,05b,True
UBND Phường Vĩnh Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Vĩnh Hưng,09a,True
UBND Phường Vĩnh Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Vĩnh Hưng,09a,True
UBND Phường Vĩnh Phúc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Vĩnh Phúc,09a,True
UBND Phường Vĩnh Trạch_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Vĩnh Trạch,09a,True
UBND Phường Vũ Ninh_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp l(...).xlsx,UBND Phường Vũ Ninh,04a,True
UBND Phường Vạn Xuân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Vạn Xuân,09a,True
UBND Phường Xuân Đài_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...) copy.xlsx,UBND Phường Xuân Đài,05b,True
